,complaint,impression,diagnosis,count
16790,Traffic Transportation Incident,Pain Not Elsewhere Mentioned Sudden Onset,Sprain Of Joints And Ligaments Of Parts Of Neck,4
16792,Traffic Transportation Incident,Pain Not Elsewhere Mentioned Sudden Onset,Sprain Of Ligaments Of Cervical Spine,5
16794,Traffic Transportation Incident,Pain Not Elsewhere Mentioned Sudden Onset,Sprain Of Ligaments Of Thoracic Spine,2
16795,Traffic Transportation Incident,Pain Not Elsewhere Mentioned Sudden Onset,Sprain Of Wrist,3
16796,Traffic Transportation Incident,Pain Not Elsewhere Mentioned Sudden Onset,Strain Of Musclele,26
16799,Traffic Transportation Incident,Pain Not Elsewhere Mentioned Sudden Onset,Traumatic Pneumothorax,2
16808,Traffic Transportation Incident,Shoulder Lesions Shoulder,Contusion Of Front Wall Of Thorax,2
16822,Traffic Transportation Incident,Syncope Syncopal Episode Or Near,Syncope And Collapse,2
16834,Traffic Transportation Incident,Weakness,Encounter For Exam And Obs Transport Accident,3
16837,Traffic Transportation Incident,Weakness,Injury Of Body Region,2
16845,Traffic Transportation Incident,Weakness,Sprain Of Ligaments Of Cervical Spine,2
16846,Traffic Transportation Incident,Weakness,Strain Of Musclele,4
16848,Transfer Interfacility Palliative Care,Abdominal Pain,Abdominal Distension Gaseous,2
16856,Transfer Interfacility Palliative Care,Abdominal Pain,Epigastric Pain,2
16859,Transfer Interfacility Palliative Care,Abdominal Pain,Sepsis,3
16861,Transfer Interfacility Palliative Care,Abdominal Pain,Urinary Tract Infection,3
16862,Transfer Interfacility Palliative Care,Abdominal Tenderness,Abdominal Pain,2
16870,Transfer Interfacility Palliative Care,Abdominal Tenderness,Nausea,2
16871,Transfer Interfacility Palliative Care,Abdominal Tenderness,Right Lower Quadrant Pain,2
16873,Transfer Interfacility Palliative Care,Abuse Of Alcohol,Alcohol Dependence,3
16880,Transfer Interfacility Palliative Care,Abuse Of Alcohol Withdrawal,Alcohol Dependence,5
16881,Transfer Interfacility Palliative Care,Abuse Of Alcohol Withdrawal,Major Depressive Disorder,2
16888,Transfer Interfacility Palliative Care,Abuse Of Narcotic Ie Heroin,Sepsis,3
16891,Transfer Interfacility Palliative Care,Abuse Of Psychoactive Substance,Poisoning By Slctv Serotonin Reuptake Inhibtr,2
16905,Transfer Interfacility Palliative Care,Behavioral Depression,Major Depressive Disorder,7
16912,Transfer Interfacility Palliative Care,Behavioral Depression,Suicidal Ideations,7
16920,Transfer Interfacility Palliative Care,Behavioral Mental Disorder Not Otherwise Listed,Bipolar Disorder,5
16922,Transfer Interfacility Palliative Care,Behavioral Mental Disorder Not Otherwise Listed,Brief Psychotic Disorder,3
16925,Transfer Interfacility Palliative Care,Behavioral Mental Disorder Not Otherwise Listed,Delusional Disorder,2
16930,Transfer Interfacility Palliative Care,Behavioral Mental Disorder Not Otherwise Listed,Major Depressive Disorder,25
16936,Transfer Interfacility Palliative Care,Behavioral Mental Disorder Not Otherwise Listed,Poisoning By Antiallerg Antiemetic,2
16937,Transfer Interfacility Palliative Care,Behavioral Mental Disorder Not Otherwise Listed,Poisoning By Antieplptc And SedHypntc Drugs,2
16938,Transfer Interfacility Palliative Care,Behavioral Mental Disorder Not Otherwise Listed,Poisoning By Antipsychot Neurolept,2
16939,Transfer Interfacility Palliative Care,Behavioral Mental Disorder Not Otherwise Listed,Poisoning By Benzodiazepines,2
16942,Transfer Interfacility Palliative Care,Behavioral Mental Disorder Not Otherwise Listed,Psychosis,6
16943,Transfer Interfacility Palliative Care,Behavioral Mental Disorder Not Otherwise Listed,Schizoaffective Disorder,2
16944,Transfer Interfacility Palliative Care,Behavioral Mental Disorder Not Otherwise Listed,Schizophrenia,2
16946,Transfer Interfacility Palliative Care,Behavioral Mental Disorder Not Otherwise Listed,Suicidal Ideations,11
16952,Transfer Interfacility Palliative Care,Behavioral Strange Behavior,Calculus Of Kidney,2
16954,Transfer Interfacility Palliative Care,Behavioral Strange Behavior,Laceration ,2
16956,Transfer Interfacility Palliative Care,Behavioral Strange Behavior,Psychosis,4
16960,Transfer Interfacility Palliative Care,Behavioral Suicidal Homicidal Ideation,Bipolar Disorder,4
16964,Transfer Interfacility Palliative Care,Behavioral Suicidal Homicidal Ideation,Major Depressive Disorder,12
16965,Transfer Interfacility Palliative Care,Behavioral Suicidal Homicidal Ideation,Poisoning By 4Aminophenol Derivatives,2
16969,Transfer Interfacility Palliative Care,Behavioral Suicidal Homicidal Ideation,Schizophrenia,2
16970,Transfer Interfacility Palliative Care,Behavioral Suicidal Homicidal Ideation,Suicidal Ideations,9
16976,Transfer Interfacility Palliative Care,Behavioral Suicide Attempt,Laceration ,3
16977,Transfer Interfacility Palliative Care,Behavioral Suicide Attempt,Major Depressive Disorder,8
16984,Transfer Interfacility Palliative Care,Behavioral Suicide Attempt,Poisoning By Antieplptc And SedHypntc Drugs,3
16985,Transfer Interfacility Palliative Care,Behavioral Suicide Attempt,Poisoning By Benzodiazepines,2
16987,Transfer Interfacility Palliative Care,Behavioral Suicide Attempt,Poisoning By Propionic Acid Derivatives,3
16990,Transfer Interfacility Palliative Care,Behavioral Suicide Attempt,Suicidal Ideations,7
17000,Transfer Interfacility Palliative Care,CV Cardiac Arrhythmia Dysrhythmia,Atrial Flutter,4
17002,Transfer Interfacility Palliative Care,CV Cardiac Arrhythmia Dysrhythmia,Chest Pain,2
17006,Transfer Interfacility Palliative Care,CV Cardiac Arrhythmia Dysrhythmia,NonSt Elevation Nstemi Myocardial Infarction,6
17010,Transfer Interfacility Palliative Care,CV Cardiac Arrhythmia Dysrhythmia,Supraventricular Tachycardia,2
17011,Transfer Interfacility Palliative Care,CV Cardiac Arrhythmia Dysrhythmia,Ventricular Tachycardia,2
17017,Transfer Interfacility Palliative Care,CV Chest Pain Myocardial Infarction Nonstemi,Chest Pain,3
17021,Transfer Interfacility Palliative Care,CV Chest Pain Myocardial Infarction Nonstemi,NonSt Elevation Nstemi Myocardial Infarction,10
17025,Transfer Interfacility Palliative Care,CV Chest Pain Presumed Cardiac,Athscl Heart Disease Of Native Cor Art,3
17027,Transfer Interfacility Palliative Care,CV Chest Pain Presumed Cardiac,Chest Pain,9
17028,Transfer Interfacility Palliative Care,CV Chest Pain Presumed Cardiac,NonSt Elevation Nstemi Myocardial Infarction,5
17043,Transfer Interfacility Palliative Care,CV Chest Pain Stemi Of Sites,St Elevation Stemi Myocardial Infarction Of Site,2
17045,Transfer Interfacility Palliative Care,CV Congestive Heart Failure Chf,Heart Failure,2
17046,Transfer Interfacility Palliative Care,CV Congestive Heart Failure Chf,Hyp Hrt & Chr Kdny Dis,2
17047,Transfer Interfacility Palliative Care,CV Congestive Heart Failure Chf,Hypertensive Heart Disease,4
17053,Transfer Interfacility Palliative Care,CV Hypertension,Cerebral Infarction,2
17061,Transfer Interfacility Palliative Care,CV Hypotension,Hypotension,2
17066,Transfer Interfacility Palliative Care,CV Pulmonary Embolism,Pulmonary Embolism,4
17072,Transfer Interfacility Palliative Care,Chest Pain,Atrial Fibrillation,2
17073,Transfer Interfacility Palliative Care,Chest Pain,Chest Pain,3
17074,Transfer Interfacility Palliative Care,Chest Pain,NonSt Elevation Nstemi Myocardial Infarction,4
17080,Transfer Interfacility Palliative Care,Chest Pain,Unstable Angina,2
17104,Transfer Interfacility Palliative Care,Endocrine Hyperglycemia Diabetic Diabetes,Diabetes Mellitus,5
17108,Transfer Interfacility Palliative Care,Endocrine Hyperglycemia Diabetic Diabetes,Type 1 Diabetes Mellitus,9
17115,Transfer Interfacility Palliative Care,Environment Poisoning Drug Ingestion Overdose,Poisoning By BetaAdrenocpt Antagonists,2
17130,Transfer Interfacility Palliative Care,Fever,Complex Febrile Convulsions,2
17131,Transfer Interfacility Palliative Care,Fever,Fever,2
17135,Transfer Interfacility Palliative Care,Fever,Sepsis,6
17138,Transfer Interfacility Palliative Care,GI GU Abdominal Pain Acute Onset,Acute Appendicitis,6
17144,Transfer Interfacility Palliative Care,GI GU Abdominal Pain Acute Onset,Contusion Of Abdominal Wall,2
17146,Transfer Interfacility Palliative Care,GI GU Abdominal Pain Acute Onset,Epigastric Pain,2
17148,Transfer Interfacility Palliative Care,GI GU Abdominal Pain Acute Onset,Generalized Abdominal Pain,2
17153,Transfer Interfacility Palliative Care,GI GU Abdominal Pain Acute Onset,Injury Of Spleen,2
17154,Transfer Interfacility Palliative Care,GI GU Abdominal Pain Acute Onset,Intestinal Obstruction,3
17155,Transfer Interfacility Palliative Care,GI GU Abdominal Pain Acute Onset,Major Laceration Of Spleen,2
17159,Transfer Interfacility Palliative Care,GI GU Abdominal Pain Acute Onset,Poisoning By 4Aminophenol Derivatives,2
17162,Transfer Interfacility Palliative Care,GI GU Abdominal Pain Acute Onset,Right Upper Quadrant Pain,2
17165,Transfer Interfacility Palliative Care,GI GU Appendicitis Acute Onset,Acute Appendicitis,12
17168,Transfer Interfacility Palliative Care,GI GU Appendicitis Acute Onset,Right Lower Quadrant Pain,2
17170,Transfer Interfacility Palliative Care,GI GU Bowel Obstruction,Intestinal Obstruction,3
17171,Transfer Interfacility Palliative Care,GI GU Bowel Obstruction,Intestnl Adhesions,2
17172,Transfer Interfacility Palliative Care,GI GU Bowel Obstruction,Intestnl Obst,2
17174,Transfer Interfacility Palliative Care,GI GU Constipation,Constipation,2
17175,Transfer Interfacility Palliative Care,GI GU Esophageal Obstruction,Food In Esophagus Causing Injury,2
17176,Transfer Interfacility Palliative Care,GI GU Esophageal Obstruction,Foreign Object In Esophagus Causing Injury,3
17181,Transfer Interfacility Palliative Care,GI GU Generalized Abdominal Pain,Acute Pancreatitis,3
17190,Transfer Interfacility Palliative Care,GI GU Generalized Abdominal Pain,Constipation,2
17193,Transfer Interfacility Palliative Care,GI GU Generalized Abdominal Pain,Gastric Varices,2
17200,Transfer Interfacility Palliative Care,GI GU Generalized Abdominal Pain,Intestinal Obstruction,3
17204,Transfer Interfacility Palliative Care,GI GU Generalized Abdominal Pain,Procedure And Treatment Not Carried Out,2
17205,Transfer Interfacility Palliative Care,GI GU Generalized Abdominal Pain,Sepsis,2
17221,Transfer Interfacility Palliative Care,GI GU Pelvic Or Perineal Pain,Dislocation Of Internal Hip Prosthesis,2
17223,Transfer Interfacility Palliative Care,GI GU Pelvic Or Perineal Pain,Retention Of Urine,2
17228,Transfer Interfacility Palliative Care,General Malaise,Abdominal Pain,2
17231,Transfer Interfacility Palliative Care,General Malaise,Chest Pain,2
17240,Transfer Interfacility Palliative Care,General Malaise,Right Lower Quadrant Pain,2
17241,Transfer Interfacility Palliative Care,General Malaise,Sepsis,2
17246,Transfer Interfacility Palliative Care,Gi Bleed Bloody Stool,Gastrointestinal Hemorrhage,3
17250,Transfer Interfacility Palliative Care,Gi Bleed Hematemesis Vomiting Blood Blood In Vomit,Gastrointestinal Hemorrhage,3
17251,Transfer Interfacility Palliative Care,Gi Bleed Hematemesis Vomiting Blood Blood In Vomit,Hematemesis,2
17257,Transfer Interfacility Palliative Care,Infectious Croup,Acute Obstructive Laryngitis [Croup],6
17262,Transfer Interfacility Palliative Care,Infectious Disease,Hemorrhage,2
17263,Transfer Interfacility Palliative Care,Infectious Disease,Infect Inflm React D T Cardi Vasc Dev Implnt Grft,2
17271,Transfer Interfacility Palliative Care,Infectious Meningitis,Meningitis,2
17276,Transfer Interfacility Palliative Care,Infectious Pneumonia,Bacterial Pneumonia,4
17282,Transfer Interfacility Palliative Care,Infectious Pneumonia,Multiple Fractures Of Ribs,2
17284,Transfer Interfacility Palliative Care,Infectious Pneumonia,Pneumonia,11
17285,Transfer Interfacility Palliative Care,Infectious Pneumonia,Pneumonitis,3
17286,Transfer Interfacility Palliative Care,Infectious Pneumonia,Sepsis,4
17290,Transfer Interfacility Palliative Care,Infectious Sepsis,Acute Kidney Failure,2
17293,Transfer Interfacility Palliative Care,Infectious Sepsis,Cutaneous Abscess Of Limb,2
17296,Transfer Interfacility Palliative Care,Infectious Sepsis,Infect Inflm Reaction,2
17299,Transfer Interfacility Palliative Care,Infectious Sepsis,Sepsis,9
17306,Transfer Interfacility Palliative Care,Injury Chest Upper Chest,Multiple Fractures Of Ribs,2
17308,Transfer Interfacility Palliative Care,Injury Elbow,Fracture Of Ulna,2
17311,Transfer Interfacility Palliative Care,Injury Face,Concussion,2
17314,Transfer Interfacility Palliative Care,Injury Forearm,Displaced Transverse Fracture Of Shaft Of Radius,2
17315,Transfer Interfacility Palliative Care,Injury Forearm,Fracture Of Shaft Of Radius,2
17316,Transfer Interfacility Palliative Care,Injury Forearm,Fracture Of The Of Radius,2
17327,Transfer Interfacility Palliative Care,Injury Head,Fracture Of Occiput,5
17330,Transfer Interfacility Palliative Care,Injury Head,Fracture Of Vault Of Skull,6
17333,Transfer Interfacility Palliative Care,Injury Head,Injury Of Head,4
17335,Transfer Interfacility Palliative Care,Injury Head,Laceration ,3
17337,Transfer Interfacility Palliative Care,Injury Head,Open Wound Of Head,2
17340,Transfer Interfacility Palliative Care,Injury Head,Traumatic Subdr Hem,9
17341,Transfer Interfacility Palliative Care,Injury Head,Traumatic Subrac Hem,7
17342,Transfer Interfacility Palliative Care,Injury Head,Zygomatic Fracture,2
17349,Transfer Interfacility Palliative Care,Injury Hip,Fracture Of Neck Of Femur,2
17357,Transfer Interfacility Palliative Care,Injury Lower Back,Stable Burst Fracture Of Lumbar Vertebra,2
17359,Transfer Interfacility Palliative Care,Injury Lower Back,Traumatic Subdr Hem,2
17360,Transfer Interfacility Palliative Care,Injury Lower Back,Unstable Burst Fracture Of Lumbar Vertebra,2
17364,Transfer Interfacility Palliative Care,Injury Lower Leg,Displaced Bicondylar Fracture Of Tibia,2
17366,Transfer Interfacility Palliative Care,Injury Lower Leg,Displaced Oblique Fracture Shaft Offemur,2
17367,Transfer Interfacility Palliative Care,Injury Lower Leg,Displaced Spiral Fracture Of Shaft Of Femur,4
17368,Transfer Interfacility Palliative Care,Injury Lower Leg,Displaced Spiral Fracture Of Shaft Of Tibia,2
17371,Transfer Interfacility Palliative Care,Injury Lower Leg,Displaced Trimalleolar Fracture Of Leg,2
17375,Transfer Interfacility Palliative Care,Injury Lower Leg,Fracture Of Tibia,2
17380,Transfer Interfacility Palliative Care,Injury Lung Pneumothorax Traumatic,Multiple Fractures Of Ribs,2
17381,Transfer Interfacility Palliative Care,Injury Lung Pneumothorax Traumatic,Traumatic Pneumothorax,4
17384,Transfer Interfacility Palliative Care,Injury Neck,Nonfracture Of Seventh Cervical Vertebra,2
17398,Transfer Interfacility Palliative Care,Injury Not Otherwise Listed,Fracture Of Femur,2
17406,Transfer Interfacility Palliative Care,Injury Not Otherwise Listed,Laceration ,6
17409,Transfer Interfacility Palliative Care,Injury Not Otherwise Listed,Sepsis,2
17411,Transfer Interfacility Palliative Care,Injury Not Otherwise Listed,Stable Burst Fracture Of Lumbar Vertebra,2
17412,Transfer Interfacility Palliative Care,Injury Not Otherwise Listed,Traumatic Subdr Hem,2
17419,Transfer Interfacility Palliative Care,Injury Shoulder Or Upper Arm,Displaced Simple Suprcndl Fracture,3
17424,Transfer Interfacility Palliative Care,Injury Subdural Hemorrhage From Trauma,Traumatic Subdr Hem,3
17426,Transfer Interfacility Palliative Care,Injury Thigh Upper Leg,Displaced Oblique Fracture Of Shaft Of Femur,2
17427,Transfer Interfacility Palliative Care,Injury Thigh Upper Leg,Displaced Subtrochanteric Fracture Of Femur,2
17428,Transfer Interfacility Palliative Care,Injury Thigh Upper Leg,Displaced Transverse Fracture Of Shaft Of Femur,2
17433,Transfer Interfacility Palliative Care,Injury Wrist Hand Or Fingers,Complete Traumatic Trnsphal Amputation Of Finger,2
17440,Transfer Interfacility Palliative Care,Injury Wrist Hand Or Fingers,Partial Traumatic Mcp Amputation Of Index Finger,2
17444,Transfer Interfacility Palliative Care,Kidney Failure,Acute Kidney Failure,2
17446,Transfer Interfacility Palliative Care,Lab Hyperkalemia,Type 1 Diabetes Mellitus,2
17456,Transfer Interfacility Palliative Care,Neuro Altered Mental Status Altered Loc Decreased Loc,Acute Kidney Failure,3
17459,Transfer Interfacility Palliative Care,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcohol Dependence,2
17460,Transfer Interfacility Palliative Care,Neuro Altered Mental Status Altered Loc Decreased Loc,Altered Mental Status,5
17466,Transfer Interfacility Palliative Care,Neuro Altered Mental Status Altered Loc Decreased Loc,Cerebral Infarction,2
17470,Transfer Interfacility Palliative Care,Neuro Altered Mental Status Altered Loc Decreased Loc,Dementia,2
17475,Transfer Interfacility Palliative Care,Neuro Altered Mental Status Altered Loc Decreased Loc,Encephalopathy,3
17483,Transfer Interfacility Palliative Care,Neuro Altered Mental Status Altered Loc Decreased Loc,NonTraumatic Intracerebral Hemorrhage,2
17490,Transfer Interfacility Palliative Care,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Drug Meds Biol Subst,2
17492,Transfer Interfacility Palliative Care,Neuro Altered Mental Status Altered Loc Decreased Loc,Restlessness And Agitation,2
17494,Transfer Interfacility Palliative Care,Neuro Altered Mental Status Altered Loc Decreased Loc,Sepsis,8
17499,Transfer Interfacility Palliative Care,Neuro Altered Mental Status Altered Loc Decreased Loc,Urinary Tract Infection,2
17502,Transfer Interfacility Palliative Care,Neuro Headache Migraine Pain,Headache,2
17517,Transfer Interfacility Palliative Care,Neuro Seizure,Concussion,2
17518,Transfer Interfacility Palliative Care,Neuro Seizure,Convulsions,2
17519,Transfer Interfacility Palliative Care,Neuro Seizure,Epilepsy,3
17524,Transfer Interfacility Palliative Care,Neuro Seizure,Seizures,2
17525,Transfer Interfacility Palliative Care,Neuro Stroke CVa,Cerebral Infarction,10
17528,Transfer Interfacility Palliative Care,Neuro Stroke CVa,Sepsis,2
17529,Transfer Interfacility Palliative Care,Neuro Stroke CVa,Transient Cerebral Ischemic Attack,3
17531,Transfer Interfacility Palliative Care,Neuro Stroke CVa,Weakness,2
17532,Transfer Interfacility Palliative Care,Neuro Tia Transient Ischemic Attack,Cerebral Infarction,2
17534,Transfer Interfacility Palliative Care,Neuro Tia Transient Ischemic Attack,Transient Cerebral Ischemic Attack,2
17539,Transfer Interfacility Palliative Care,Nontraumatic Hematoma Of Soft Tissue,Traumatic Subrac Hem,2
17549,Transfer Interfacility Palliative Care,Not Applicable,Chest Pain,2
17553,Transfer Interfacility Palliative Care,Not Applicable,Convulsions,3
17560,Transfer Interfacility Palliative Care,Not Applicable,Foreign Object In Esophagus Causing Injury,2
17565,Transfer Interfacility Palliative Care,Not Applicable,Fracture Of Vault Of Skull,2
17566,Transfer Interfacility Palliative Care,Not Applicable,Gastrointestinal Hemorrhage,2
17571,Transfer Interfacility Palliative Care,Not Applicable,Hypoxemia,2
17579,Transfer Interfacility Palliative Care,Not Applicable,NonSt Elevation Nstemi Myocardial Infarction,2
17592,Transfer Interfacility Palliative Care,Not Applicable,Sepsis,2
17596,Transfer Interfacility Palliative Care,Not Applicable,Traumatic Subdr Hem,5
17597,Transfer Interfacility Palliative Care,Not Applicable,Traumatic Subrac Hem,3
17615,Transfer Interfacility Palliative Care,Not Recorded,Suicidal Ideations,2
17654,Transfer Interfacility Palliative Care,Pain Back Nontraumatic,Sepsis,2
17655,Transfer Interfacility Palliative Care,Pain Back Nontraumatic,Stable Burst Fracture Of Lumbar Vertebra,2
17656,Transfer Interfacility Palliative Care,Pain Back Nontraumatic,Strain Of Musclele,2
17660,Transfer Interfacility Palliative Care,Pain Chest Presumed Noncardiac,Chest Pain,4
17665,Transfer Interfacility Palliative Care,Pain Chest Presumed Noncardiac,Multiple Fractures Of Ribs,3
17667,Transfer Interfacility Palliative Care,Pain Chest Presumed Noncardiac,Osteomyelitis,4
17672,Transfer Interfacility Palliative Care,Pain Chest Presumed Noncardiac,Traumatic Hemothorax,3
17686,Transfer Interfacility Palliative Care,Pain Not Elsewhere Mentioned Sudden Onset,Acute Pancreatitis,2
17689,Transfer Interfacility Palliative Care,Pain Not Elsewhere Mentioned Sudden Onset,Chest Pain,2
17694,Transfer Interfacility Palliative Care,Pain Not Elsewhere Mentioned Sudden Onset,Disorder Of Circulatory System,2
17696,Transfer Interfacility Palliative Care,Pain Not Elsewhere Mentioned Sudden Onset,Fracture Of Cervical Vertebra,2
17704,Transfer Interfacility Palliative Care,Pain Not Elsewhere Mentioned Sudden Onset,Partial Traumatic Mcp Amputation Of Thumb,2
17710,Transfer Interfacility Palliative Care,Pain Not Elsewhere Mentioned Sudden Onset,Traumatic Subdr Hem,2
17720,Transfer Interfacility Palliative Care,Respiratory Acute Onset Distress,Acute Bronchiolitis,2
17723,Transfer Interfacility Palliative Care,Respiratory Acute Onset Distress,Asthma,2
17725,Transfer Interfacility Palliative Care,Respiratory Acute Onset Distress,Effects Of Drowning And Nonfatal Submersion,2
17727,Transfer Interfacility Palliative Care,Respiratory Acute Onset Distress,Hypoxemia,2
17729,Transfer Interfacility Palliative Care,Respiratory Acute Onset Distress,Pleural Effusion,3
17730,Transfer Interfacility Palliative Care,Respiratory Acute Onset Distress,Pneumonia,3
17733,Transfer Interfacility Palliative Care,Respiratory Acute Onset Distress,Sepsis,7
17739,Transfer Interfacility Palliative Care,Respiratory Asthma,Asthma,6
17741,Transfer Interfacility Palliative Care,Respiratory Copd Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,2
17743,Transfer Interfacility Palliative Care,Respiratory Copd Chronic Obstructive Pulmonary Disease,Sepsis,2
17778,Transfer Interfacility Palliative Care,Sepsis Other,Sepsis,2
17786,Transfer Interfacility Palliative Care,Symptoms And Signs Involving Emotional State,Major Depressive Disorder,3
17788,Transfer Interfacility Palliative Care,Symptoms And Signs Involving Emotional State,Suicidal Ideations,2
17795,Transfer Interfacility Palliative Care,Syncope Syncopal Episode Or Near,Syncope And Collapse,2
17802,Transfer Interfacility Palliative Care,Weakness,Acute Kidney Failure,3
17804,Transfer Interfacility Palliative Care,Weakness,Altered Mental Status,2
17815,Transfer Interfacility Palliative Care,Weakness,Cerebral Infarction,2
17816,Transfer Interfacility Palliative Care,Weakness,Chest Pain,3
17825,Transfer Interfacility Palliative Care,Weakness,Dizziness And Giddiness,2
17828,Transfer Interfacility Palliative Care,Weakness,Encounter For Fit Adjst Of Gi Appliance And Device,2
17833,Transfer Interfacility Palliative Care,Weakness,Hematemesis,2
17834,Transfer Interfacility Palliative Care,Weakness,Hyperkalemia,3
17837,Transfer Interfacility Palliative Care,Weakness,Hypotension,2
17857,Transfer Interfacility Palliative Care,Weakness,Pneumonia,4
17863,Transfer Interfacility Palliative Care,Weakness,Retention Of Urine,2
17865,Transfer Interfacility Palliative Care,Weakness,Sepsis,4
17872,Transfer Interfacility Palliative Care,Weakness,Urinary Tract Infection,3
17874,Transfer Interfacility Palliative Care,Weakness,Weakness,4
17877,Traumatic Injury,Abdominal Pain,Contusion Of Abdominal Wall,2
17885,Traumatic Injury,Abuse Of Alcohol Intoxication,Alcohol Abuse,2
17943,Traumatic Injury,Endocrine Hyperglycemia Diabetic Diabetes,Type 2 Diabetes Mellitus,2
17945,Traumatic Injury,Flexion Deformity Ankle And Toes,Sprain Of Ligament Of Ankle,2
17954,Traumatic Injury,GI GU Generalized Abdominal Pain,Contusion Of Abdominal Wall,2
17973,Traumatic Injury,Hemorrhage Not Elsewhere Classified,Fracture Of Orbital Floor,2
17974,Traumatic Injury,Hemorrhage Not Elsewhere Classified,Laceration ,3
17982,Traumatic Injury,Injury Ankle,Displaced Bimalleolar Fracture Of Leg,5
17984,Traumatic Injury,Injury Ankle,Displaced Trimalleolar Fracture Of Leg,4
17985,Traumatic Injury,Injury Ankle,Fracture Of Fibula,5
17989,Traumatic Injury,Injury Ankle,Laceration ,2
17991,Traumatic Injury,Injury Ankle,Sprain Of Ligament Of Ankle,6
18004,Traumatic Injury,Injury Chest Upper Chest,Traumatic Pneumothorax,2
18008,Traumatic Injury,Injury Elbow,Posterior Dislocation Of Ulnohumeral Joint,3
18016,Traumatic Injury,Injury Face,Intracranial Injury,2
18018,Traumatic Injury,Injury Face,Laceration ,4
18019,Traumatic Injury,Injury Face,Opioid Dependence,2
18027,Traumatic Injury,Injury Foot,Laceration ,2
18035,Traumatic Injury,Injury Forearm,Fracture Of Shaft Of Radius,2
18036,Traumatic Injury,Injury Forearm,Fracture Of Shaft Of Ulna,2
18044,Traumatic Injury,Injury Head,Cardiac Arrest,2
18045,Traumatic Injury,Injury Head,Concussion,17
18051,Traumatic Injury,Injury Head,Epidural Hemorrhage,2
18052,Traumatic Injury,Injury Head,Fracture Of Base Of Skull,5
18055,Traumatic Injury,Injury Head,Fracture Of Occiput,2
18059,Traumatic Injury,Injury Head,Fracture Of Vault Of Skull,2
18060,Traumatic Injury,Injury Head,Injuries Of Head,2
18061,Traumatic Injury,Injury Head,Injury Of Head,5
18062,Traumatic Injury,Injury Head,Intracranial Injury,8
18063,Traumatic Injury,Injury Head,Laceration ,12
18070,Traumatic Injury,Injury Head,Strain Of Musclele,2
18072,Traumatic Injury,Injury Head,Traumatic Subdr Hem,2
18073,Traumatic Injury,Injury Head,Traumatic Subrac Hem,10
18075,Traumatic Injury,Injury Head With Loc,Concussion,2
18078,Traumatic Injury,Injury Head Without Loc,Concussion,2
18080,Traumatic Injury,Injury Head Without Loc,Fracture Of Vault Of Skull,3
18090,Traumatic Injury,Injury Hip,Dislocation Of Hip,2
18091,Traumatic Injury,Injury Hip,Dislocation Of Internal Hip Prosthesis,13
18093,Traumatic Injury,Injury Hip,Displaced Intertrochanteric Fracture Of Femur,6
18102,Traumatic Injury,Injury Intracranial Injury Not Otherwise Specified,Concussion,2
18106,Traumatic Injury,Injury Lower Back,Abrasion,2
18108,Traumatic Injury,Injury Lower Back,Abrasion Of Head,2
18112,Traumatic Injury,Injury Lower Back,Concussion,2
18113,Traumatic Injury,Injury Lower Back,Contusion Of Back And Pelvis,3
18117,Traumatic Injury,Injury Lower Back,Fracture Of Lumbar Vertebra,3
18120,Traumatic Injury,Injury Lower Back,Injury Of Body Region,2
18121,Traumatic Injury,Injury Lower Back,Injury Of Head,2
18123,Traumatic Injury,Injury Lower Back,Low Back Pain,2
18128,Traumatic Injury,Injury Lower Back,Stable Burst Fracture Of T11T12 Vertebra,2
18129,Traumatic Injury,Injury Lower Back,Strain Of Musclele,7
18130,Traumatic Injury,Injury Lower Back,Strain Of Musclele And Tendon Of Back Wall Of Thorax,2
18131,Traumatic Injury,Injury Lower Back,Traumatic Hemopneumothorax,2
18133,Traumatic Injury,Injury Lower Leg,Abrasion,3
18140,Traumatic Injury,Injury Lower Leg,Dislocation Of Patella,7
18141,Traumatic Injury,Injury Lower Leg,Displaced Bicondylar Fracture Of Tibia,3
18146,Traumatic Injury,Injury Lower Leg,Displaced Comminuted Fracture Of Shaft Of Tibia,3
18155,Traumatic Injury,Injury Lower Leg,Displaced Trimalleolar Fracture Of Leg,3
18158,Traumatic Injury,Injury Lower Leg,Fracture Of Femur,3
18159,Traumatic Injury,Injury Lower Leg,Fracture Of Fibula,5
18167,Traumatic Injury,Injury Lower Leg,Injury Of Leg,2
18168,Traumatic Injury,Injury Lower Leg,Internal Derangement Of Knee,3
18169,Traumatic Injury,Injury Lower Leg,Laceration ,5
18171,Traumatic Injury,Injury Lower Leg,Lateral Dislocation Of Patella,2
18176,Traumatic Injury,Injury Lower Leg,Pain In Knee,2
18180,Traumatic Injury,Injury Lower Leg,Sprain Of Site Of Knee,3
18182,Traumatic Injury,Injury Lower Leg,Varicose Veins ,2
18184,Traumatic Injury,Injury Lung Pneumothorax Traumatic,Multiple Fractures Of Ribs,2
18186,Traumatic Injury,Injury Neck,Concussion,3
18188,Traumatic Injury,Injury Neck,Fracture Of Cervical Vertebra,2
18192,Traumatic Injury,Injury Neck,Injury Of Neck,2
18193,Traumatic Injury,Injury Neck,Intracranial Injury,2
